ref_area,time,n_strikes_lockouts,workers_involved,days_not_worked
Egypt,1993,2,0.959,1139
Egypt,1994,5,5.476,23158
Egypt,1995,8,5.868,4241
Egypt,1996,7,1.47,5592
Egypt,1997,4,0.744,1687
Egypt,1998,7,11.891,21565
Egypt,1999,8,4.288,4078
Egypt,2000,6,1.482,1377
Egypt,2001,1,0.002,2
Egypt,2002,3,1.76,2654
Egypt,2003,4,1.046,19969
El Salvador,1971,12,10.614,196595
El Salvador,1972,23,3.919,42021
El Salvador,1973,6,0.618,7118
El Salvador,1974,6,37.406,
El Salvador,1975,14,2.902,39059
El Salvador,1976,2,25.3,601800
El Salvador,1977,19,32.879,154792
El Salvador,1978,29,7.169,72962
El Salvador,1979,103,29.432,292276
El Salvador,1980,42,12.11,44217
El Salvador,1981,15,5.324,138489
El Salvador,1982,4,0.373,4975
El Salvador,1983,15,2.68,92732
El Salvador,1984,36,26.311,233486
El Salvador,1985,54,30.336,350676
El Salvador,1986,54,18.251,2232801
El Salvador,1987,25,3.963,778276
El Salvador,1988,36,4.405,15815
El Salvador,1989,31,50.937,1574225
El Salvador,1990,20,3.914,153526
El Salvador,1991,26,4.129,815414
El Salvador,1992,47,127.365,1051051
El Salvador,1993,36,105.041,462695
El Salvador,1994,12,4.162,139548
El Salvador,1995,42,57.606,396018
El Salvador,1996,40,25.792,240978
El Salvador,1997,645,11.825,72481
El Salvador,1998,12,4.086,51651
El Salvador,1999,36,68.901,626388
El Salvador,2000,38,17.684,621186
El Salvador,2001,19,19.395,40561
El Salvador,2002,25,8.909,72813
El Salvador,2003,17,9.953,153962
El Salvador,2004,27,8.584,49986
El Salvador,2005,25,5.961,46701
El Salvador,2006,17,8.597,97093
El Salvador,2007,11,2.436,3883
El Salvador,2008,12,5.006,7213
El Salvador,2009,24,6656,66519
El Salvador,2010,13,1907,11045
El Salvador,2011,10,1.388,3.28
El Salvador,2012,5,0.281,0.56
El Salvador,2015,2,530,530
El Salvador,2016,6,251,326
El Salvador,2017,8,494,502
El Salvador,2018,3,820,2640
El Salvador,2021,4,1851,
Estonia,1992,0,0,0
Estonia,1993,0,0,0
Estonia,1994,0,0,0
Estonia,1995,0,0,0
Estonia,1996,0,0,0
Estonia,1997,0,0,0
Estonia,1998,0,0,0
Estonia,1999,0,0,0
Estonia,2000,0,0,0
Estonia,2001,0,0,0
Estonia,2003,1,13.26,10993
Estonia,2004,1,,
Estonia,2005,0,0,0
Estonia,2006,1,0.06,7.5
Estonia,2007,2,0.5,75
Estonia,2008,1,0.4,50
Estonia,2009,1,1.8,225
Estonia,2011,0,0,0
Estonia,2012,2,13.302,
Estonia,2013,0,0,0
Estonia,2014,0,0,0
Estonia,2015,0,0,0
Estonia,2016,0,0,0
Estonia,2017,0,0,0
Estonia,2018,1,0.025,42
Eswatini,1992,16,7.218,19519
Eswatini,1993,7,3.245,79132
Eswatini,1994,16,7.218,156151
Eswatini,1996,1,0.059,2242
Eswatini,2017,6,1.659,32
Eswatini,2018,5,6.926,
Eswatini,2019,5,2.22,
Fiji,1971,28,5.163,13312
Fiji,1972,47,5.104,21679
Fiji,1973,69,13.737,116998
Fiji,1974,83,7.974,83332
Fiji,1975,46,12.18,57373
Fiji,1976,46,5.99,15669
Fiji,1977,64,10.045,77615
Fiji,1978,33,4.408,32803
Fiji,1979,65,4.686,36754
Fiji,1980,73,3.1,8600
Fiji,1981,41,4.6,26500
Fiji,1982,44,4.5,22700
Fiji,1983,9,0.8,2800
Fiji,1984,22,3.9,16600
Fiji,1985,20,5.5,55500
Fiji,1986,9,0.617,5221
Fiji,1987,13,2.234,2076
Fiji,1988,12,0.717,7018
Fiji,1989,15,1.283,5035
Fiji,1990,25,3.214,139245
Fiji,1991,11,1.133,97887
Fiji,1992,5,1.775,10539
Fiji,1993,12,2.845,34068
Fiji,1994,6,0.493,1783
Fiji,1995,9,2.683,21448
Finland,1971,838,403.297,2711100
Finland,1972,849,239.732,473100
Finland,1973,1010,678.193,2496929
Finland,1974,1795,370.7,434790
Finland,1975,1530,215.14,284200
Finland,1976,3199,496.83,1237830
Finland,1977,1633,738.63,2374700
Finland,1978,1207,161.29,132400
Finland,1979,1715,225.17,243400
Finland,1980,2182,407.26,1605600
Finland,1981,1591,488.86,659100
Finland,1982,1212,165.82,207600
Finland,1983,1919,419.87,719700
Finland,1984,1679,558.7,1526900
Finland,1985,833,170.02,174270
Finland,1986,1225,602.73,2787553
Finland,1987,802,99.289,130890
Finland,1988,1353,244.072,179820
Finland,1989,629,158.476,204210
Finland,1990,455,244.759,935150
Finland,1991,284,166.772,458338
Finland,1992,168,103.505,76094
Finland,1993,126,23.193,17316
Finland,1994,171,70.535,525703
Finland,1995,112,127.039,869422
Finland,1996,94,43.113,20078
Finland,1997,91,28.402,103713
Finland,1998,98,35.38,133203
Finland,1999,65,14.993,18954
Finland,2000,96,84.092,253838
Finland,2001,84,21.715,60652
Finland,2002,76,70.867,74958
Finland,2003,112,91.866,66136
Finland,2004,84,25.211,42385
Finland,2005,365,106.796,672904
Finland,2006,97,48.276,85075
Finland,2007,91,89.729,94579
Finland,2008,92,15.992,16352
Finland,2009,112,,920.26
Finland,2010,150,,
Finland,2011,163,59.107,127758
Finland,2012,86,14.967,17253.81
Finland,2013,121,19.567,26000
Finland,2014,128,69.248,40526
Finland,2015,163,134.427,108911
Finland,2016,69,7.287,6584
Finland,2017,103,17.377,23076.62
Finland,2018,166,282.096,214428
Finland,2019,107,161.289,378029
Finland,2020,108,19.216,176184
Finland,2021,55,,34092
Finland,2022,64,177.63,962605
Finland,2023,120,59.746,83023
Finland,2024,55,107.624,213645
France,1971,4318,3234.5,4387781
France,1972,3464,2721.348,3755343
France,1973,3731,2245.973,3914598
France,1974,3381,1563.54,3379977
France,1975,3888,1827.142,3868926
France,1976,4348,2022.5,4054903
France,1977,3281,1919.9,2434300
France,1978,3195,704.8,2081000
France,1979,3121,967.2,3172300
France,1980,2118,500.8,1522900
France,1981,2405,329,1441600
France,1982,3113,397.7,2250200
France,1983,2837,37.8,1321000
France,1984,2537,42.1,1316800
France,1985,1901,22.8,726700
France,1986,1391,21.8,567600
France,1987,1391,18.6,511500
France,1988,1852,27.2,1094000
France,1989,2040,20.3,800225
France,1990,1790,18.5,528000
France,1991,1572,18.8,497300
France,1992,1494,16.3,359200
France,1993,1472,19.9,510900
France,1994,1671,18,500500
France,1995,2066,43.476,784000
France,1996,1070,107.531,363158
France,1997,1222,118.07,325092
France,1998,1218,129.444,309111
France,1999,1417,151.61,421605
France,2000,1427,210.704,581356
France,2001,1105,118.649,462622
France,2002,745,66.662,248114
France,2003,785,62.545,223795
France,2004,699,60.355,193423
France,2005,,,1997000
France,2006,,,1421400
France,2007,,,1553000
France,2008,,,1418500
France,2009,,,942300
France,2010,,,3850375.39
France,2011,,,983117
France,2012,,,779601
France,2013,,,261067
France,2014,,,345387
France,2015,,,869267
France,2016,,,1738537
France,2017,,,1373323
France,2018,,,2094484
France,2019,,,3942292
France,2020,,,1499575
France,2021,,,1165422.2
France,2022,,,1904263
Gabon,2000,14,3.221,24867
Georgia,2019,5,,
Georgia,2022,1,0.4,20
Georgia,2023,2,,
Georgia,2024,1,,
Germany,1985,,,0.441
Germany,1993,,132.555,592995
Germany,1994,,400.676,229436
Germany,1995,,183.346,247460
Germany,1996,,165.721,98135
Germany,1997,,13.472,52896
Germany,1998,,4.286,16102
Germany,1999,,187.749,78785
Germany,2000,,7.428,10776
Germany,2001,,60.948,26833
Germany,2002,,428.283,310149
Germany,2003,,39.692,163281
Germany,2004,,101.419,50673
Germany,2005,,17.097,18633
Germany,2006,,168.723,428739
Germany,2007,,106.483,286368
Germany,2008,,154.052,131679
Germany,2009,455,11.52,66927
Germany,2010,131,11.52,24501
Germany,2011,158,11.282,69896
Germany,2012,367,22.158,86051
Germany,2013,1384,66.897,149584
Germany,2014,637,57.772,154745
Germany,2015,1618,229.604,1092121
Germany,2016,718,215.267,209435
Germany,2017,1170,61.239,128996.5
Germany,2018,1528,682.093,570808
Germany,2019,1252,88.193,161869
Germany,2020,1265,139.646,195420
Germany,2021,1251,381.45,372527
Germany,2022,1532,284.904,266694
Germany,2023,5217,326.897,590403
Germany,2024,3036,417.701,472565
Ghana,1969,53,28.737,138531
Ghana,1970,56,21.376,123050
Ghana,1971,79,41.053,116041
Ghana,1972,10,2.336,3198
Ghana,1973,13,3.917,3109
Ghana,1974,43,32.371,64408
Ghana,1975,33,15.301,39410
Ghana,1976,45,32.36,114259
Ghana,1977,61,47.304,205170
Ghana,1978,65,42.913,196167
Ghana,1979,50,40.606,170598
Ghana,1980,59,69.883,196910
Ghana,1981,58,29.414,220418
Ghana,1982,10,4.707,11690
Ghana,1983,16,15.076,36957
Ghana,1984,9,10.55,17022
Ghana,1985,12,2.83,8025
Ghana,1986,19,7.459,24936
Ghana,1987,22,10.166,19401
Ghana,1988,11,2.798,7152
Ghana,1989,21,8.925,15704
Ghana,1990,24,6.942,7202
Ghana,1991,24,5.557,9692
Greece,1976,947,300.759,787852
Greece,1977,569,559.858,1252445
Greece,1978,616,471.305,987478
Greece,1979,588,1262.433,1678805
Greece,1980,726,1407.821,2907431
Greece,1981,466,401.757,812998
Greece,1982,968,352.737,1431439
Greece,1983,675,224.315,554547
Greece,1984,486,159.126,562432
Greece,1985,453,785.725,1094411
Greece,1986,213,1106.33,1262766
Greece,1987,381,1270.602,17829399
Greece,1988,320,449.441,6523896
Greece,1989,207,795.744,9280631
Greece,1990,234,1303.973,23440717
Greece,1991,161,476.082,5839663
Greece,1992,824,243.173,2830017
Greece,1993,596,181.737,1602316
Greece,1994,215,73.859,665666
Greece,1995,110,52.246,449960
Greece,1996,171,76.06,765336
Greece,1997,125,45.414,390760
Greece,1998,99,33.633,283903
Guatemala,1969,2,3.117,15753
Guatemala,1970,36,27.067,50934
Guatemala,1971,1,0.092,460
Guatemala,1972,4,4.868,33238
Guatemala,1973,16,22.711,257089
Guatemala,1974,53,43.934,562593
Guatemala,1975,7,8.336,53476
Guatemala,1976,16,5.757,167831
Guatemala,1977,9,8.67,60641
Guatemala,1978,229,144.956,1479246
Guatemala,1979,7,42.17,41120
Guatemala,1980,51,68.683,817299
Guatemala,1981,3,1.35,37075
Guatemala,1986,33,,
Guatemala,1987,12,,386
Guatemala,1989,9,,
Guatemala,1990,19,,
Guatemala,1992,25,,
Guatemala,1993,35,,
Guatemala,1994,17,,
Guatemala,1995,17,,
Guatemala,1996,18,,
Guatemala,2014,,,3767
Guinea,1990,2,45.008,90004
Guinea,1991,8,4.032,8259
Guinea,1992,5,20.989,810
Guinea,1994,2,0.665,
Guinea,1996,3,1.622,
Guyana,1969,126,17.878,38660
Guyana,1970,159,84.056,453928
Guyana,1971,198,41.447,141816
Guyana,1972,175,44.597,135199
Guyana,1973,186,34.692,93109
Guyana,1974,151,61.932,155277
Guyana,1975,129,68.616,551100
Guyana,1976,400,82.142,229480
Guyana,1977,383,89.687,964282
Guyana,1978,300,52.06,75791
Guyana,1979,219,106.366,324473
Guyana,1980,333,40.752,67620
Guyana,1981,621,88.372,125852
Guyana,1982,653,81.564,140744
Guyana,1983,731,103.519,290294
Guyana,1984,493,60.3,151999
Guyana,1985,718,93.718,
Guyana,1986,453,47.55,138364
Guyana,1987,497,57.757,131449
Guyana,1988,349,39.358,232595
Guyana,1989,138,113.32,686356
Guyana,1990,329,61.474,244498
Guyana,1991,307,98.44,110871
Guyana,1992,258,69.254,126747
Guyana,1993,475,53.475,129344
Guyana,1994,468,73.625,90138
Guyana,1995,422,37.899,81357
Guyana,1996,391,,104843
Guyana,1997,305,,99503
Guyana,1998,273,,71563
Guyana,1999,244,,158424
Guyana,2000,268,,56175
Guyana,2001,243,,60755
Guyana,2002,226,,70544
Guyana,2003,225,,53577
Guyana,2004,229,,83760
Guyana,2005,163,,85186
Guyana,2006,208,,120032
Guyana,2007,177,,66299
Haiti,1977,2647,0.792,
Haiti,1978,1337,1.615,9139
Haiti,1979,1751,2.141,19883
Haiti,1980,2946,3.688,21954
Haiti,1981,2728,3.686,21565
Haiti,1982,2642,3.464,24074
Haiti,1983,2161,2.808,
Haiti,1984,1845,2.644,
Haiti,1985,1653,3.03,2094221
Haiti,1986,1767,3.777,644741
Haiti,1987,1961,2.675,
Haiti,1988,1564,2.126,409564
Honduras,1979,19,27.354,
Honduras,1980,37,34.431,
Honduras,1981,49,9.273,
Honduras,1982,,13.387,
Honduras,1984,28,3.643,
Honduras,1985,14,0.744,
Honduras,1986,46,,
Honduras,1987,28,,
Honduras,1989,56,44.704,
Honduras,1990,93,45.567,
Honduras,1991,23,63.631,
Honduras,1992,43,,
Honduras,1995,47,,
Honduras,1997,46,,
Honduras,1998,80,,
Honduras,1999,42,,
Honduras,2000,63,,
"Hong Kong, China",1969,27,5.451,40726
"Hong Kong, China",1970,47,9.119,47243
"Hong Kong, China",1971,42,10.981,25600
"Hong Kong, China",1972,46,13.039,41834
"Hong Kong, China",1973,54,19.788,56691
"Hong Kong, China",1974,19,4.462,10708
"Hong Kong, China",1975,17,4.786,17600
"Hong Kong, China",1976,16,3.383,4977
"Hong Kong, China",1977,38,4.46,10814
"Hong Kong, China",1978,51,8.185,30927
"Hong Kong, China",1979,46,12.194,39743
"Hong Kong, China",1980,37,5.083,21069
"Hong Kong, China",1981,49,7.625,15319
"Hong Kong, China",1982,34,7.052,17960
"Hong Kong, China",1983,11,1.143,2530
"Hong Kong, China",1984,11,2.325,3121
"Hong Kong, China",1985,3,0.44,1160
"Hong Kong, China",1986,9,2.136,4907
"Hong Kong, China",1987,14,1.661,2773
"Hong Kong, China",1988,8,0.946,2345
"Hong Kong, China",1989,7,4.059,3270
"Hong Kong, China",1990,15,1.49,3495
"Hong Kong, China",1991,5,0.127,202
"Hong Kong, China",1992,11,1.832,3296
"Hong Kong, China",1993,10,1.479,16204
"Hong Kong, China",1994,3,0.129,355
"Hong Kong, China",1995,9,1.347,1018
"Hong Kong, China",1996,17,1.763,2709
"Hong Kong, China",1997,7,0.418,790
"Hong Kong, China",1998,8,0.578,1411
"Hong Kong, China",1999,3,0.152,299
"Hong Kong, China",2000,5,0.381,934
"Hong Kong, China",2001,1,0.13,780
"Hong Kong, China",2002,,,0
"Hong Kong, China",2003,1,0.3,150
"Hong Kong, China",2004,2,0.143,351
"Hong Kong, China",2005,1,0.2,100
"Hong Kong, China",2006,3,0.067,54
"Hong Kong, China",2007,3,0.849,8027.3
"Hong Kong, China",2008,4,1.337,1408
"Hong Kong, China",2009,7,0.77,1080
"Hong Kong, China",2010,3,0.315,328.75
"Hong Kong, China",2011,2,0.29,590
"Hong Kong, China",2012,1,0.15,375
"Hong Kong, China",2013,7,1.306,13437
"Hong Kong, China",2014,3,0.182,138
"Hong Kong, China",2015,2,0.106,103
"Hong Kong, China",2016,3,0.153,169
"Hong Kong, China",2018,5,,0.06
Hungary,1991,3,24.148,9453
Hungary,1992,4,1.01,4170
Hungary,1993,5,2.574,5195
Hungary,1994,4,31.529,28647
Hungary,1995,7,172.048,258585
Hungary,1996,8,4.521,2396
Hungary,1997,5,0.853,1923
Hungary,1998,7,1.447,392
Hungary,1999,5,16.685,241959
Hungary,2000,5,26.978,149845
Hungary,2001,6,21.128,7685
Hungary,2002,4,4.573,1377
Hungary,2003,7,10.831,2426
Hungary,2004,8,6.276,19067
Hungary,2005,11,1.425,963
Hungary,2006,16,24.665,6501
Hungary,2007,22,60.805,27848
Hungary,2008,8,8.633,
Hungary,2009,9,3.134,
Hungary,2010,7,3.263,
Hungary,2011,1,,
Hungary,2012,3,1.885,567
Hungary,2013,1,,
Hungary,2014,0,,
Hungary,2015,2,,
Hungary,2016,7,39.101,33818
Hungary,2017,5,67.06,3801
Hungary,2018,6,15.535,36170
Hungary,2019,12,20.905,52034
Hungary,2020,2,,
Hungary,2022,4,38.442,33905
Hungary,2023,3,17.779,11386
Hungary,2024,5,5.584,4040
Iceland,1969,137,33.739,139478
Iceland,1970,66,15.855,298242
Iceland,1971,7,1.79,31985
Iceland,1972,5,1.1,12061
Iceland,1973,5,0.729,14320
Iceland,1974,94,30.948,93289
Iceland,1975,122,20.843,62531
Iceland,1976,123,35.219,309950
Iceland,1977,292,48.043,189598
Iceland,1978,7,29.91,51270
Iceland,1979,13,0.805,15970
Iceland,1980,14,4.22,30760
Iceland,1981,9,4.392,78410
Iceland,1982,17,40.74,119016
Iceland,1983,1,0.014,9
Iceland,1984,7,12.36,301099
Iceland,1985,13,6.434,91485
Iceland,1986,4,0.847,1071
Iceland,1987,34,8.423,98527
Iceland,1988,15,11.642,100773
Iceland,1989,16,2.028,79970
Iceland,1990,1,0.077,231
Iceland,1991,7,0.751,3413
Iceland,1992,4,0.611,385
Iceland,1993,2,0.013,90
Iceland,1994,11,7.375,97343
Iceland,1995,16,10.404,217186
Iceland,1996,0,0,0
Iceland,1997,16,11.632,34073
Iceland,1998,3,3.382,67640
Iceland,1999,0,0,0
Iceland,2000,7,1.713,47093
Iceland,2001,17,8.948,207663
Iceland,2002,0,0,0
Iceland,2003,0,0,0
Iceland,2004,1,4.256,140448
Iceland,2023,,0,0
India,1969,2627,1826.866,19048288
India,1970,2889,1827.752,20563381
India,1971,2752,1615.14,16545636
India,1972,3243,1736.737,20543916
India,1973,3370,2545.602,20626253
India,1974,2938,2854.623,40262417
India,1975,1943,1143.426,21900931
India,1976,1459,736.974,12745735
India,1977,3117,2193.215,25320072
India,1978,3187,1915.603,28340199
India,1979,3048,2873.575,43853518
India,1980,2856,1900.333,21925026
India,1981,2589,1588.004,36583564
India,1982,2483,1469.029,74614764
India,1983,2488,1460.465,46858464
India,1984,2094,1949.029,56025240
India,1985,1755,1078.801,29239466
India,1986,1892,1644.882,32748228
India,1987,1799,1769.877,35358372
India,1988,1745,1191.033,33946925
India,1989,1786,1364.254,32663377
India,1990,1825,1307.863,24086170
India,1991,1810,1342.022,26428092
India,1992,1714,1252.225,31258744
India,1993,1393,953.867,20300653
India,1994,1201,846.429,20983082
India,1995,1066,989.695,16289569
India,1996,1166,939.304,20284803
India,1997,1305,981.267,16971389
India,1998,1097,1288.923,22061984
India,1999,927,1310.695,26786856
India,2000,771,1418.299,28763121
India,2001,674,687.778,23766809
India,2002,579,1079.434,26585919
India,2003,552,1815.945,30255911
India,2004,477,2072.221,23866367
India,2005,456,2913.601,29664999
India,2006,430,1810.348,20324378
India,2007,389,724.574,27166752
India,2008,423,1483.593,16683942
India,2009,391,1626.167,13296719
India,2010,429,1062.452,17932345
India,2014,287,1158.77,11095370
India,2015,150,472.464,2334098
India,2016,102,579.033,1271552
Indonesia,1989,17,4.245,41425
Indonesia,1990,61,31.234,262014
Indonesia,1991,130,64.53,582472
Indonesia,1992,251,143.005,1019654
Indonesia,1993,185,103.49,966931
Indonesia,1994,296,147.662,1421032
Indonesia,1995,276,126.855,1300001
Indonesia,1996,346,221.247,2496448
Indonesia,1997,234,145.559,1250403
Ireland,1971,133,43.783,273770
Ireland,1972,131,22.274,206955
Ireland,1973,182,31.761,206725
Ireland,1974,219,43.459,551833
Ireland,1975,151,29.124,295716
Ireland,1976,134,42.281,776949
Ireland,1977,175,33.805,442145
Ireland,1978,152,32.558,613016
Ireland,1979,140,49.621,1464952
Ireland,1980,130,30.879,412118
Ireland,1981,117,31.958,433979
Ireland,1982,131,29.952,434253
Ireland,1983,154,30.482,319015
Ireland,1984,192,30.992,386421
Ireland,1985,116,168.675,417726
Ireland,1986,102,50.227,309178
Ireland,1987,80,26.221,264339
Ireland,1988,65,10.218,143393
Ireland,1989,38,3.692,50358
Ireland,1990,49,10.309,222916
Ireland,1991,54,17.975,85513
Ireland,1992,38,13.107,190609
Ireland,1993,46,12.764,60987
Ireland,1994,28,5.007,25550
Ireland,1995,34,31.653,130300
Ireland,1996,32,13.339,114585
Ireland,1997,28,5.364,74508
Ireland,1998,34,8.06,37374
Ireland,1999,32,36.505,215587
Ireland,2000,39,28.192,97046
Ireland,2001,26,32.168,114613
Ireland,2002,27,3.553,21257
Ireland,2003,24,3.567,37482
Ireland,2004,11,10.227,20784
Ireland,2005,15,3.291,26665
Ireland,2006,10,1.186,7352
Ireland,2007,6,1.436,6038
Ireland,2008,12,0.356,4179
Ireland,2009,23,278.228,329593
Ireland,2010,14,0.511,6602
Ireland,2011,8,1.384,3695
Ireland,2012,5,1.92,8486
Ireland,2013,12,11.924,14965
Ireland,2014,11,31.665,44015
Ireland,2015,9,37.76,32964
Ireland,2016,10,29.372,71647
Ireland,2017,10,9.456,50191
Ireland,2018,10,1.814,4050
Ireland,2019,9,42.656,
Ireland,2022,7,4.078,5256
Ireland,2023,8,,4200
Ireland,2024,5,0.608,3580
Isle of Man,1981,2,0.358,490
Isle of Man,1982,2,0.049,107
Isle of Man,1984,3,0.032,305
Isle of Man,1985,3,37,123
Isle of Man,1986,6,56,484
Isle of Man,1987,7,96,755
Isle of Man,1988,3,472,10082
Isle of Man,1989,1,18,11
Isle of Man,1990,3,365,5420
Isle of Man,1993,1,75,652
Isle of Man,1996,1,20,25
Isle of Man,1999,1,120,480
Isle of Man,2013,3,445,14
Isle of Man,2014,3,445,14
Israel,1972,168,87.309,235058
Israel,1973,96,122.338,375020
Israel,1974,71,27.141,51333
Israel,1975,117,114.091,164509
Israel,1976,123,114.97,308214
Israel,1977,126,194.297,416526
Israel,1978,85,224.354,1071961
Israel,1979,117,250.42,539162
Israel,1980,84,91.451,216516
Israel,1981,90,315.3,782300
Israel,1982,112,838.7,1814900
Israel,1983,93,188.3,977700
Israel,1984,149,528.6,995500
Israel,1985,131,474,540100
Israel,1986,142,215.2,406300
Israel,1987,174,814.5,995500
Israel,1988,156,327.2,516100
Israel,1989,120,209.8,234100
Israel,1990,117,571.2,1071300
Israel,1991,77,38.8,97900
Israel,1992,114,211.8,386700
Israel,1993,73,462.2,1636900
Israel,1994,75,106.047,792553
Israel,1995,71,75.792,257796
Israel,1996,75,124.215,190146
Israel,1997,69,434.335,2416254
Israel,1998,53,265.781,1438944
Israel,1999,66,292.583,1640890
Israel,2000,54,297.882,2011263
Israel,2001,62,426.56,2039973
Israel,2002,47,1647.81,1488120
Israel,2003,60,1258.904,2725159
Israel,2004,49,722.875,1224423
Israel,2005,57,103.666,244236
Israel,2006,35,125.73,136189
Israel,2007,30,386.075,2548627
Israel,2008,14,19.275,87151
Israel,2009,15,50.866,208691
Israel,2010,24,35.844,168864
Israel,2011,27,290.8,552609
Israel,2012,24,168.95,462960
Israel,2013,25,21.73,52274
Israel,2014,26,38.808,103553
Israel,2015,38,29.891,167353
Israel,2016,32,88.371,138685
Israel,2017,48,815.198,672842
Israel,2018,46,42.906,148190
Israel,2019,45,45.086,110422
Israel,2020,31,35.032,390822
Israel,2022,32,139.471,333706
Israel,2023,,97.856,335287
Israel,2024,,,761791.5
Italy,1971,5598,3891.253,14798589
Italy,1972,4756,4405.251,19497143
Italy,1973,3769,6132.747,23419286
Italy,1974,5174,7824.397,19466714
Italy,1975,3601,14109.732,27189142
Italy,1976,2706,11897.819,25377571
Italy,1977,3308,13802.955,16566143
Italy,1978,2479,8774.193,10177033
Italy,1979,2000,16237.444,27530428
Italy,1980,2238,13824.641,16457286
Italy,1981,2204,8226.626,10527286
Italy,1982,1747,10483.018,18562857
Italy,1983,1565,6844.17,14003000
Italy,1984,1816,7356.525,8703286
Italy,1985,1341,4842.821,3830820
Italy,1986,1469,3606.692,5643710
Italy,1987,1149,4272.733,4605714
Italy,1988,1769,2712.084,3315143
Italy,1989,1297,4451.833,4436100
Italy,1990,1094,1633.996,5181300
Italy,1991,791,2952.242,2985000
Italy,1992,903,3178,2737100
Italy,1993,1054,4384,3411000
Italy,1994,861,2614,3374000
Italy,1995,545,445,909300
Italy,1996,904,1689.4,1930000
Italy,1997,923,737.3,1185600
Italy,1998,1103,435.4,580400
Italy,1999,753,935,909100
Italy,2000,966,687,884100
Italy,2001,746,1125,1026000
Italy,2002,616,5442,4861000
Italy,2003,710,2560.7,1961700
Italy,2004,745,709.48,698571
Italy,2005,654,960.854,906857
Italy,2006,587,466.855,554713
Italy,2007,667,906.292,929714
Italy,2008,621,669.153,722714
Italy,2009,889,266.531,
Jamaica,1986,40,4.656,13571
Jamaica,1987,30,4.764,18269
Jamaica,1988,66,5.386,45894
Jamaica,1989,64,6.568,28730
Jamaica,1990,65,10.173,30676
Jamaica,1991,57,22.39,47674
Jamaica,1992,68,23.312,154172
Jamaica,1993,69,19.452,83269
Jamaica,1994,95,57.597,155491
Jamaica,1995,69,66.59,181020
Jamaica,1996,59,13.265,39624
Jamaica,1997,70,18.494,50610
Jamaica,1998,62,22.888,94996
Jamaica,1999,43,31.992,69025
Jamaica,2000,28,9.385,22580
Jamaica,2001,14,3.275,13178
Jamaica,2002,19,2.4,4963
Jamaica,2003,29,25.568,65976
Jamaica,2004,16,0.863,1553
Jamaica,2005,7,0.68,1340
Jamaica,2017,2,,238
Jamaica,2018,5,,9377
Japan,1969,1783,1411.898,3633584
Japan,1970,2260,1720.135,3914807
Japan,1971,2527,1896.252,6028746
Japan,1972,2498,1543.557,5146668
Japan,1973,3326,2236.119,4603821
Japan,1974,5211,3621.049,9662945
Japan,1975,3391,2732.184,8015772
Japan,1976,2720,1356.025,3253715
Japan,1977,1712,691.908,1518476
Japan,1978,1517,659.966,1357502
Japan,1979,1153,449.504,930304
Japan,1980,1133,562.921,1001224
Japan,1981,955,247.114,553726
Japan,1982,944,215.701,538143
Japan,1983,893,224.129,506873
Japan,1984,596,155.058,354050
Japan,1985,627,123.393,264054
Japan,1986,620,118.032,253418
Japan,1987,474,101.132,256100
Japan,1988,498,74.856,173797
Japan,1989,362,85.786,219592
Japan,1990,284,84.303,144511
Japan,1991,310,52.762,96445
Japan,1992,263,109.296,231424
Japan,1993,252,64.007,116003
Japan,1994,230,49.009,85377
Japan,1995,209,37.542,76971
Japan,1996,193,23.196,42809
Japan,1997,178,47.185,110171
Japan,1998,145,26.291,101508
Japan,1999,154,25.673,87069
Japan,2000,118,15.322,35050
Japan,2001,90,12.172,29101
Japan,2002,74,7.015,12262
Japan,2003,47,4.447,6727
Japan,2004,51,6.998,9755
Japan,2005,50,4.119,5629
Japan,2006,46,5.766,7914
Japan,2007,54,20.825,33236
Japan,2008,52,8.284,11205
Japan,2009,92,20.543,7492
Japan,2010,85,21.262,23244
Japan,2011,57,8.604,4378
Japan,2012,79,12.361,3839
Japan,2013,71,12.91,7035
Japan,2014,80,27.919,19932
Japan,2015,86,23.286,14606
Japan,2016,66,15.833,3190
Japan,2017,68,17.612,14741
Japan,2018,58,10.059,1477
Japan,2021,55,7.858,1388
Japan,2023,75,8.414,3652
Jordan,1996,0,0,0
Jordan,1997,0,0,0
Jordan,1998,0,0,0
Jordan,1999,0,0,0
Jordan,2000,0,0,0
Jordan,2001,0,0,0
Jordan,2002,0,0,0
Jordan,2003,0,0,0
Jordan,2004,0,0,0
Jordan,2005,0,0,0
Kenya,1969,110,38.793,87816
Kenya,1970,84,18.941,49517
Kenya,1971,74,14.398,32681
Kenya,1972,94,28.006,42462
Kenya,1973,83,14.125,42267
Kenya,1974,123,22.144,127951
Kenya,1975,26,4.148,8755
Kenya,1976,44,12.964,26248
Kenya,1977,45,7.288,9226.5
Kenya,1978,43,9.459,18726
Kenya,1981,74,18.117,40255
Kenya,1982,100,22.372,26658
Kenya,1983,75,12.851,18518
Kenya,1984,69,7.663,39395
Kenya,1985,87,17.207,28961
Kenya,1986,110,33.588,168010
Kenya,1987,109,27.96,91812
Kenya,1988,98,,
Kenya,1989,121,21.279,45993
Kenya,1997,44,16.029,217012
Latvia,1997,,,110
Latvia,1998,,,16
Latvia,1999,,,26692
Latvia,2000,,,0
Latvia,2001,,,6
Latvia,2002,,,3055
Latvia,2003,,,0
